title,artist,streams
Wasted Times,The Weeknd,56672236
Esquema Preferido,DJ Ivis,56558088
Old Thing Back,Matoma,56533197
10 Freaky Girls,Metro Boomin,56511582
Try Me,Jason Derulo,56511195
The Night Is Still Young,Nicki Minaj,56463958
GALOPA,PEDRO SAMPAIO,56407335
Blank Space (Taylor's Version),Taylor Swift,56332059
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,56203420
44 More,Logic,56188872
The Man,Taylor Swift,55994906
Be Honest,Jorja Smith,55941878
Abcdario,Eden Muñoz,55927416
Childs Play,Drake,55911012
The Other,Lauv,55778306
"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,55697121
Fancy,Iggy Azalea,55662484
Hideaway,Kiesza,55607323
Don't Look Down,Martin Garrix,55555789
sentaDONA (Remix) s2,Davi Kneip,55517548
Poblado,Crissin,55462023
Tired,Alan Walker,55411812
El Perdedor,Maluma,55406402
Pero Ya No,Bad Bunny,55364717
Malvada,Zé Felipe,55338675
A Million Dreams,Ziv Zaifman,55334886
Love In The Dark,Adele,55264373
There's No Way,Lauv,55207537
The Astronaut,JIN,55190895
I'll Be Home,Meghan Trainor,55143057
Nobody's Love,Maroon 5,55139480
Pass The Dutchie,Musical Youth,54907683
WORKIN ME,Quavo,54758706
Not Alike,Eminem,54735600
Haegeum,Agust D,54734277
Cloud 9,Beach Bunny,54678289
Como Antes,Yandel,54659817
Into the Unknown,Idina Menzel,54614045
ecstacy (slowed),SUICIDAL-IDOL,54433220
This Summer,Maroon 5,54415332
Soltera,Lunay,54381541
Deck The Hall,Nat King Cole,54265209
Feelings,Lauv,54223067
Ya Me Enteré,Reik,54202719
Gyal You A Party Animal - Remix,Charly Black,54186318
PROBLEMA,Daddy Yankee,54160757
X,ScHoolboy Q,54134481
Rumors,Lizzo,54101401
All For Us - from the HBO Original Series Euphoria,Labrinth,54051777
Sticky,Drake,54041679
NUMB,XXXTENTACION,53948923
Malas Decisiones,Kenia OS,53948738
Safe And Sound,Capital Cities,53927134
4 AM,2 Chainz,53894015
Rock Bottom,Hailee Steinfeld,53842881
Turn Down for What,DJ Snake,53832569
TIC TOC,6ix9ine,53752620
Baby Me Atende,Matheus Fernandes,53745440
All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,53731462
ALIEN SUPERSTAR,Beyoncé,53719561
Suncity,Khalid,53702017
Fan de Tus Fotos,Nicky Jam,53632417
Go Stupid,Polo G,53543973
fake smile,Ariana Grande,53532993
Mi Cama - Remix,KAROL G,53416021
monster,21 Savage,53339250
Secret Love Song,Little Mix,53266488
Static,Steve Lacy,53265849
Nightmare,Halsey,53227435
All I Want,Olivia Rodrigo,53199370
Out of Time,The Weeknd,53139758
Cake - Challenge Version,Flo Rida,53120525
Me Gusta,Anitta,52989064
Never Enough,Loren Allred,52987304
Haja Colírio,Guilherme & Benuto,52941188
Si Me Tomo Una Cerveza,Migrantes,52866261
212,Chefin,52844303
Ambiente,J Balvin,52841492
Turks,NAV,52798310
Medusa,Jhayco,52776270
Virginia Beach,Drake,52746574
SEJODIOTO,KAROL G,52728932
Circo Loco,Drake,52721365
Girls,Rita Ora,52686172
do re mi,blackbear,52593572
VIBE,TAEYANG,52578367
FRANCHISE,Travis Scott,52573445
Get Ugly,Jason Derulo,52572281
Ficha Limpa,Gusttavo Lima,52564667
Takin' Shots,Post Malone,52554973
I CAN'T STOP ME,TWICE,52549802
You & Me,JENNIE,52533531
No Complaints,Metro Boomin,52473985
Lighthouse - Andrelli Remix,Hearts & Colors,52453140
Slow Motion,Trey Songz,52440152
Nancy Mulligan,Ed Sheeran,52413907
Pity Party,Melanie Martinez,52390863
Yikes,Kanye West,52285353
Mark My Words,Justin Bieber,52145351
Royals,Lorde,52133370
HACIENDO QUE ME AMAS,Bad Bunny,52105107
Warriors,Imagine Dragons,52096591
Toma Toma Vapo Vapo,Zé Felipe,52077325
Wicked,Future,51990100
Clout,Offset,51953252
REEL IT IN,Aminé,51748959
ON,BTS,51725140
What Else Can I Do?,Diane Guerrero,51723355
Problemón,Alvaro Diaz,51696098
Mr. Right Now,21 Savage,51608488
Bloqueado - Ao Vivo,Gusttavo Lima,51598916
Miss You,James Hersey,51576328
Trumpets,Jason Derulo,51539244
Golden Light,Madden,51535440
"Arcángel: Bzrp Music Sessions, Vol. 54",Bizarrap,51526766
Elevate,Drake,51501431
True Love,Kanye West,51482863
OMG,Camila Cabello,51402051
Te Soñé De Nuevo,Ozuna,51390232
Turn Me On,Riton,51366320
PAINTING PICTURES,Superstar Pride,51350538
Watch,Travis Scott,51233857
ELEVEN,IVE,51231326
No Pressure,Justin Bieber,51230800
Joy To The World,Nat King Cole,51203801
Quer Voar,Matuê,50984557
Wolves,Big Sean,50954446
the grudge,Olivia Rodrigo,50923309
"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,50920088
Free Smoke,Drake,50796011
Typa Girl,BLACKPINK,50776679
Jail,Kanye West,50762019
Boo'd Up,Ella Mai,50751755
Late At Night,Roddy Ricch,50750729
Dynamite,Nause,50717372
Fulanito,Becky G,50660859
Swim,Chase Atlantic,50620659
Perreo en La Luna,Rich Music LTD,50614200
Stay With Me,Calvin Harris,50599212
DILUVIO,Rauw Alejandro,50547768
What Christmas Means To Me,Stevie Wonder,50535002
Red Roses,Lil Skies,50524234
Behind Barz - Bonus,Drake,50483678
GHOST TOWN,Benson Boone,50456813
malibu,sangiovanni,50456274
PUFFIN ON ZOOTIEZ,Future,50399481
Try Me,The Weeknd,50376709
Alane,Robin Schulz,50354053
Gorgeous,Taylor Swift,50121608
wokeuplikethis*,Playboi Carti,50060447
Don't Check On Me,Chris Brown,49981364
Bailar,Deorro,49954733
Fever,Dua Lipa,49927665
PA' ROMPERLA,Bad Bunny,49861469
Greatest,Eminem,49810538
Start Again,OneRepublic,49770674
Dos Oruguitas,Sebastian Yatra,49754678
Hearts Don't Break Around Here,Ed Sheeran,49746858
Hopeless Romantic,Wiz Khalifa,49697697
Hollow,Tori Kelly,49646117
Still Be Friends,G-Eazy,49620535
Summertime Magic,Childish Gambino,49613076
Desce Pro Play (PA PA PA),ZAAC,49502776
Facas - Ao Vivo,Diego & Victor Hugo,49474900
Bonfire,Felix Jaehn,49452093
Keanu Reeves,Logic,49403965
Antes,Anuel AA,49381114
L.A.LOVE (la la),Fergie,49332738
The Archer,Taylor Swift,49284497
Rockin’,The Weeknd,49246831
ilomilo,Billie Eilish,49239706
Stay Alive (Prod. SUGA of BTS),Jung Kook,49223500
Live It Up - Official Song 2018 FIFA World Cup Russia,Nicky Jam,49148371
Brividi,Mahmood,49130179
"Honey, I'm Good.",Andy Grammer,49128242
Ramenez la coupe à la maison,Vegedream,49077467
Beautiful,Bazzi,49071049
The Great War,Taylor Swift,49058948
A Thousand Bad Times,Post Malone,48936256
American Oxygen,Rihanna,48907085
All The Way Up,Fat Joe,48811402
With You,AP Dhillon,48751850
Everyday,Ariana Grande,48748546
MIC Drop,BTS,48662188
A La Antigüita,Calibre 50,48649617
Bola Rebola,Tropkillaz,48576007
Roses,benny blanco,48522068
Hype,Drake,48495893
SG,DJ Snake,48468070
Only You,Cheat Codes,48436355
Breathe,Seeb,48379563
My My My!,Troye Sivan,48363468
Igualito a Mi Apá,Fuerza Regida,48351711
Bet You Wanna,BLACKPINK,48329554
Our Song,Anne-Marie,48328712
365,Zedd,48293521
On A Roll,Ashley O,48239884
La Boca - Remix,Mau y Ricky,48225816
Double Fantasy,The Weeknd,48176498
Good Grief,Bastille,48135562
Tell Me U Luv Me,Juice WRLD,48077653
Gently,Drake,47985599
Oi Balde - Ao Vivo,Zé Neto & Cristiano,47951876
Spin Bout U,Drake,47938859
the last great american dynasty,Taylor Swift,47916279
Tap In,Saweetie,47814077
Super Far,LANY,47730124
Stan,Eminem,47713425
Sauce It Up,Lil Uzi Vert,47678436
110,Capital Bra,47599450
Reminds Me Of You,Juice WRLD,47501782
a m a r i,J. Cole,47491682
Soldi,Mahmood,47475769
Say Something,A Great Big World,47432368
Peru,Fireboy DML,47390871
You,Regard,47239127
Never Going Home,Kungs,47190111
Candy,Doja Cat,47179104
MORE,j-hope,47134435
Leave a Light On,Tom Walker,47107345
Ameaça,Paulo Pires,47098538
No Quiero Amarte,Justin Quiles,47092427
Winter Wonderland,Tony Bennett,47032490
Dua Lipa,Jack Harlow,47001594
Taped up Heart,KREAM,46993437
SEDA,Bad Bunny,46965805
Is There Someone Else?,The Weeknd,46926262
Roar,Katy Perry,46919514
Writing on the Wall,French Montana,46906641
Mas Rica Que Ayer,Anuel AA,46904242
TROLLZ,6ix9ine,46880670
The Bigger Picture,Lil Baby,46877491
Hey,FÄIS,46855652
Money On My Mind,Sam Smith,46817829
2 Be Loved (Am I Ready),Lizzo,46768369
Uber Everywhere,MadeinTYO,46760590
Antidepresan,Mert Demir,46703971
THANK GOD,Travis Scott,46668646
No Friends In The Industry,Drake,46587392
my tears ricochet,Taylor Swift,46579065
Can I Get It,Adele,46491200
Si Te La Encuentras Por Ahí,Feid,46371440
River,Miley Cyrus,46263294
Get It Together,Drake,46263189
With You,Drake,46242200
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,46216228
Bande organisée,Jul,46180937
Remember The Name,Ed Sheeran,46081673
"Baby, It's Cold Outside",Dean Martin,46075994
Side Effects,The Chainsmokers,45969262
Die Young,Sleepy Hallow,45781577
Hey Brother,Avicii,45750083
i n t e r l u d e,J. Cole,45707969
Bills,LunchMoney Lewis,45707416
Bounce Out With That,YBN Nahmir,45648557
Pa Olvidarte,ChocQuibTown,45632927
Presepada,Marília Mendonça,45613219
Have Mercy,Chlöe,45572324
Oceans Away,A R I Z O N A,45565408
Shots & Squats,Vigiland,45548699
Princess Diana,Ice Spice,45524266
Atrasadinha - Ao Vivo,Felipe Araújo,45508562
Skate,Bruno Mars,45497071
Aloha,Møme,45487493
Psycho,Red Velvet,45448208
UNFORGIVEN,LE SSERAFIM,45433636
Perfect Illusion,Lady Gaga,45429021
Quit,Cashmere Cat,45386515
All For Us,Labrinth,45378752
listen before i go,Billie Eilish,45354784
Eraser,Ed Sheeran,45315505
exes,Tate McRae,45279141
Daisies,Katy Perry,45260624
XXX. FEAT. U2.,Kendrick Lamar,45178723
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),Metro Boomin,45171622
Bigger Than The Whole Sky,Taylor Swift,45142540
Rags2Riches,Rod Wave,45130999
That's How You Know,Nico & Vinz,44910394
R.I.P.,Sofía Reyes,44900506
Bed Of Lies,Nicki Minaj,44848086
Filthy,Justin Timberlake,44843890
"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,44829794
MONOPOLY,Ariana Grande,44810524
"Ranjha (From ""Shershaah"")",Jasleen Royal,44794051
Lonely,Diplo,44787533
Sparks,Coldplay,44722481
Legends,Juice WRLD,44670012
Teenage Fever,Drake,44637641
Investe Em Mim,Jonas Esticado,44624841
"Gol Bolinha, Gol Quadrado 2",Mc Pedrinho,44602787
Heartbeat Song,Kelly Clarkson,44597660
Ahora Me Llama,KAROL G,44575787
Can’t Take A Joke,Drake,44530566
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,44508841
Planes,Jeremih,44479760
Back To December (Taylor's Version),Taylor Swift,44454592
Make Me...,Britney Spears,44448513
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,44432222
34+35 Remix,Ariana Grande,44427397
"Merry Christmas, Happy Holidays",*NSYNC,44426286
Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,44410624
motive,Ariana Grande,44405486
Nights With You,MØ,44380994
LLYLM,ROSALÍA,44322357
Wet Dreamz,J. Cole,44292713
Apna Bana Le,Sachin-Jigar,44274318
Calypso,Luis Fonsi,44266547
Merry Christmas Everyone - Remastered,Shakin' Stevens,44251851
TUS LÁGRIMAS,Mora,44248200
Liberdade Provisória,Henrique & Juliano,44196020
Connection,OneRepublic,44110827
Gasolina,Daddy Yankee,44090468
Rebota - Remix,Guaynaa,43993291
TATI,6ix9ine,43977372
2:50 Remix,MYA,43962671
King Kunta,Kendrick Lamar,43954379
I Saw Mommy Kissing Santa Claus,The Jackson 5,43936713
Truffle Butter,Nicki Minaj,43788176
Juice,Lizzo,43782494
Film out,BTS,43782213
POLARIS - Remix,Saiko,43750327
Sua cara,Major Lazer,43727766
Grammys,Drake,43699124
6 AM,J Balvin,43606980
Taking A Walk,Trippie Redd,43574991
come out and play,Billie Eilish,43563093
What's Love Got to Do with It,Kygo,43536228
ghostin,Ariana Grande,43513294
Boyfriends,Harry Styles,43461184
De Cora <3,Rauw Alejandro,43384059
MAMA,6ix9ine,43366800
Bala Love,Mc Anjim,43334917
TOPIA TWINS,Travis Scott,43274587
Latch - Acoustic,Sam Smith,43219151
Relationship,Young Thug,43194742
This Could Be Us,Rae Sremmurd,43101409
Runnin' (Lose It All),Naughty Boy,43069887
24,Money Man,43037603
FIND MY WAY,DaBaby,43011611
Infeliz,Arcángel,43010479
Right Hand,Drake,42990158
Used to This,Future,42949930
OK Not To Be OK,Marshmello,42936826
Swing,Danny Ocean,42927283
Dijeron Que No La Iba Lograr,Chino Pacas,42878041
Make It Right,BTS,42873724
Nuketown,Ski Mask The Slump God,42824844
PTSD,G Herbo,42810072
Hotter Than Hell,Dua Lipa,42802816
Fast,Juice WRLD,42718445
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,42670154
Right Back,Khalid,42641630
Ay Vamos,J Balvin,42622320
I'm Tired,Labrinth,42620406
Pipoco,Ana Castela,42616662
La Boca,Mau y Ricky,42578129
Red Room,Offset,42568480
The Race,Tay-K,42555322
Was du Liebe nennst,Bausa,42537253
Di Que Si,Grupo Marca Registrada,42533124
Killer Queen - Remastered 2011,Queen,42483424
Something In The Way You Move,Ellie Goulding,42477187
Wandered To LA,Juice WRLD,42436703
Promise,Kid Ink,42434638
Waves,Kanye West,42433170
Some Kind Of Drug,G-Eazy,42417948
El Efecto - Remix,Rauw Alejandro,42387027
me & ur ghost,blackbear,42357165
Surround Sound,JID,42349184
Bellacoso,Residente,42312635
Be Mine,Ofenbach,42302460
HYAENA,Travis Scott,42180770
I Think I'm OKAY,Machine Gun Kelly,42177705
Liberdade (Quando o Grave Bate Forte),Alok,42157336
Fire On Fire,Sam Smith,42144197
You’re Losing Me (From The Vault),Taylor Swift,42106427
Met Him Last Night,Demi Lovato,42090102
Jingle Bells,Michael Bublé,42052312
GOODMORNINGTOKYO!,TOKYO’S REVENGE,42045124
Solar Power,Lorde,42041781
Dark Times,The Weeknd,42033414
Out Of The Woods (Taylor's Version),Taylor Swift,41983311
ATM,J. Cole,41872028
September,"Earth, Wind & Fire",41857677
Miss You,Cashmere Cat,41846156
on the street,j-hope,41816286
"Swan Song (From the Motion Picture ""Alita: Battle Angel"")",Dua Lipa,41805799
Umbrella,Rihanna,41767568
Outnumbered,Dermot Kennedy,41709366
If I Were Sorry,Frans,41690322
Lover (Remix),Taylor Swift,41659534
Tuesday,ILOVEMAKONNEN,41562688
Girl,Myke Towers,41516506
I’m Just Ken (From Barbie The Album),Ryan Gosling,41499995
Over Now,Calvin Harris,41493192
Higher Power,Coldplay,41484719
Oh Lord,MiC LOWRY,41431918
Cool,Jonas Brothers,41392958
Chillax,Farruko,41306087
I Drink Wine,Adele,41251293
Aquelas Coisas,João Gomes,41233364
JGL,La Adictiva,41217022
Lumbra,Cali Y El Dandee,41151345
YAH.,Kendrick Lamar,41131015
Trigger,Major Lazer,41068193
Nervous (The Ooh Song) - Mark McCabe Remix,Gavin James,41013424
The Weekend - Funk Wav Remix,SZA,40919065
Please Come Home for Christmas - Eagles 2013 Remaster,Eagles,40911764
Not Sober,The Kid LAROI,40838080
Bad,David Guetta,40816278
Solteiro Forçado - Boiadeira Internacional,Ana Castela,40722358
Down In the DM,Yo Gotti,40676176
I Bet My Life,Imagine Dragons,40674501
Power is Power,SZA,40586718
Kamikaze,Eminem,40580907
Rudolph The Red-Nosed Reindeer,Dean Martin,40560266
BYE ME FUI,Bad Bunny,40544424
Everyday,A$AP Rocky,40535748
RUMBATÓN,Daddy Yankee,40511971
Kevin’s Heart,J. Cole,40483874
Sexo Virtual,Rauw Alejandro,40476925
BABY NUEVA,Bad Bunny,40452427
WUSYANAME,"Tyler, The Creator",40440978
Survival,Drake,40425128
The Other Side,Hugh Jackman,40375361
TSU,Drake,40355682
Medicina,Anitta,40347301
Time,NF,40292256
Undecided,Chris Brown,40291681
Feels Great,Cheat Codes,40283823
10 Things I Hate About You,Leah Kate,40270033
Te Busco,Cosculluela,40262199
Sledgehammer,Fifth Harmony,40250194
Visiting Hours,Ed Sheeran,40152426
Bonbon,Era Istrefi,40117376
Paris,Taylor Swift,40110468
Waste It On Me,Steve Aoki,40098847
Way Out,Jack Harlow,40041024
Heroes,Måns Zelmerlöw,40026042
Todo Mundo Menos Você,Marília Mendonça,40023075
Pop Style,Drake,39917462
Sooner Or Later,Aaron Carter,39909007
Someone New,Hozier,39858535
Bichiyal,Bad Bunny,39834543
Classic Man,Jidenna,39766464
Kiss It Better,Rihanna,39765788
Lay Me Down,Sam Smith,39722953
Romantic - NOTD Remix,Stanaj,39695134
UFO,Vigiland,39670007
Bite Me,ENHYPEN,39631860
Cha Cha Cha,Käärijä,39620251
8 Out Of 10,Drake,39565074
The Ways,Khalid,39563906
Rolê,Tarcísio do Acordeon,39562703
Cuatro Babys,Maluma,39560623
Burn,Ellie Goulding,39525246
Blah Blah Blah,Armin van Buuren,39483663
ESCAPE PLAN,Travis Scott,39394335
Believe,Mumford & Sons,39379726
Yes or No,Jung Kook,39248518
Stronger,Kanye West,39228776
No Sense,Justin Bieber,39222863
Orphans,Coldplay,39212847
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,39126980
11 Minutes,YUNGBLUD,39115293
You Know You Like It - DJ Snake Remix,AlunaGeorge,39100396
Bibia Be Ye Ye,Ed Sheeran,39043070
Amnesia,5 Seconds of Summer,39023580
Best Part of Me,Ed Sheeran,38989311
Obsessed,Riar Saab,38989143
Spirits,The Strumbellas,38987769
Perplexing Pegasus,Rae Sremmurd,38965085
Otherside,Post Malone,38843826
Butter,BTS,38827030
Don't Cry,Lil Wayne,38819005
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,38813381
I'm Not Here To Make Friends,Sam Smith,38785803
Beautiful Girl,Luciano,38761300
Eleven,Khalid,38647408
Infinity,One Direction,38572001
Bedroom Floor,Liam Payne,38545115
Papi’s Home,Drake,38434606
lacy,Olivia Rodrigo,38402764
False Alarm,The Weeknd,38322580
Astronomia,Vicetone,38316051
Nothing Left,Kygo,38313767
Lemon Pepper Freestyle,Drake,38249274
Paradinha,Anitta,38224548
H.O.L.Y.,Florida Georgia Line,38161876
Fancy Like,Walker Hayes,38152692
Chega E Senta - Ao Vivo,John Amplificado,38096491
Two High,Moon Taxi,38077669
With you,Jimin,38063238
SUN GOES DOWN,Lil Nas X,38055330
Poland,Lil Yachty,37899566
Cut It,O.T. Genasis,37887253
This Love (Taylor’s Version),Taylor Swift,37654955
Really Really,Kevin Gates,37606331
"no body, no crime",Taylor Swift,37537993
Ghost Town,Kanye West,37526386
Vampiro,Matuê,37474623
Ballena,Vulgo FK,37446166
I Love Me,Demi Lovato,37388880
Feel Me,Selena Gomez,37380701
200 km/h,Apache 207,37380673
Down,Marian Hill,37350883
Self Care,Mac Miller,37345380
Crushed Up,Future,37304888
Rich Spirit,Kendrick Lamar,37303128
Fantasias - Remix,Rauw Alejandro,37301719
At My Best,Machine Gun Kelly,37242816
PRIDE.,Kendrick Lamar,37221539
FEEL.,Kendrick Lamar,37120881
Skin,Sabrina Carpenter,37080517
Hati-Hati di Jalan,Tulus,37071993
making the bed,Olivia Rodrigo,37000149
Secrets,Tiësto,36941345
Privileged Rappers,Drake,36931147
Canudinho - Ao Vivo,Gusttavo Lima,36897828
Diamond Heart,Alan Walker,36894557
Polaroid Love,ENHYPEN,36883659
"Não, Não Vou",Mari Fernandez,36856443
DDU-DU DDU-DU - KR Ver.,BLACKPINK,36781909
mirrorball,Taylor Swift,36755342
My Little Love,Adele,36728105
Hear Me Calling,Juice WRLD,36710091
"Santa, Can’t You Hear Me",Kelly Clarkson,36679689
Ela e Ela,Zé Neto & Cristiano,36659098
Sanctuary,Joji,36656065
0 To 100 / The Catch Up,Drake,36644760
United In Grief,Kendrick Lamar,36566509
Cool With You,NewJeans,36562560
Who Told You,J Hus,36553026
In The Bible,Drake,36552412
Don't You Worry,Black Eyed Peas,36532795
Transportin',Kodak Black,36524128
Hrs and Hrs,Muni Long,36486533
Uproar,Lil Wayne,36467779
Guatemala,Rae Sremmurd,36459511
Prohibidox,Feid,36395048
ZOOM,Jessi,36389035
Blow Your Mind (Mwah),Dua Lipa,36340581
The Sound,The 1975,36336499
10 Bands,Drake,36300338
Freaky,Tory Lanez,36284134
Loverboy,A-Wall,36220990
Reminding Me,Shawn Hook,36190825
Thriller,Michael Jackson,36127593
Hot2Touch,Felix Jaehn,36124804
Bezos I,Bo Burnham,36095811
love is embarrassing,Olivia Rodrigo,36093811
Sum 2 Prove,Lil Baby,36087208
Ai Preto,L7NNON,36051900
Baby Pluto,Lil Uzi Vert,36035717
Love All,Drake,36004146
Bläulich,Apache 207,36000809
Allergic,Post Malone,35996204
Both,Gucci Mane,35996000
Everybody Hates Me,The Chainsmokers,35994777
Party In The U.S.A.,Miley Cyrus,35946229
She Knows,J. Cole,35876933
Flowers,Lauren Spencer Smith,35873776
LUST.,Kendrick Lamar,35846413
I Forgot That You Existed,Taylor Swift,35832335
DNA,BTS,35791884
The Joker And The Queen,Ed Sheeran,35739243
Goodbyes,Post Malone,35704981
Save Myself,Ed Sheeran,35699518
Mine (Taylor's Version),Taylor Swift,35674804
Liberdade Provisória - Ao Vivo,Henrique & Juliano,35673381
Answerphone,Banx & Ranx,35656645
DOGTOOTH,"Tyler, The Creator",35640216
Pişman Değilim,Semicenk,35598074
No Judgement,Niall Horan,35564669
I'll Be Home for Christmas,Michael Bublé,35557290
Talk Up,Drake,35516339
Motiv8,J. Cole,35450045
Welcome To New York (Taylor's Version),Taylor Swift,35419787
Shoota,Playboi Carti,35405369
El Tsurito,Junior H,35399534
No Ouvidinho,Felipe Amorim,35387497
Take Me Back to London,Ed Sheeran,35367373
Alien Blues,Vundabar,35339054
Lets Link,WhoHeem,35254900
Está Rico,Marc Anthony,35179866
DARARI,TREASURE,35101227
Neighbors,J. Cole,35084522
Nena Maldicion,Paulo Londra,35051940
All I Am,Jess Glynne,35038395
Encantadora,Yandel,35021923
Say It,Tory Lanez,34995625
Break Up Every Night,The Chainsmokers,34969358
Levels,Avicii,34955160
Youth,Shawn Mendes,34923455
Bad Boy,Juice WRLD,34922445
No Sleep,Martin Garrix,34889291
in my head,Ariana Grande,34883858
invisible string,Taylor Swift,34880011
Lose Control,Teddy Swims,34805799
ballad of a homeschooled girl,Olivia Rodrigo,34792385
Light,San Holo,34762329
BackOutsideBoyz,Drake,34741802
8,Billie Eilish,34732688
WAKE UP,Travis Scott,34722274
Nervous,Shawn Mendes,34614355
Blame It On Me,Post Malone,34613261
seven,Taylor Swift,34588703
Alcohol-Free,TWICE,34576607
Heatstroke,Calvin Harris,34532252
Party Girl (Remix),StaySolidRocky,34527815
Pain 1993,Drake,34514033
Revoada No Colchão,Zé Felipe,34482563
YO VISTO ASÍ,Bad Bunny,34477505
All Too Well (Taylor's Version),Taylor Swift,34394891
El Jefe,Shakira,34390194
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,34372720
Magnets,Disclosure,34366591
All I Want for Christmas Is You,Michael Bublé,34352500
Shy Away,Twenty One Pilots,34322123
Cuerpo en Venta,Noriel,34309965
KMT,Drake,34248462
Isis,Joyner Lucas,34204460
What Do You Mean? - Acoustic,Justin Bieber,34138216
High Infidelity,Taylor Swift,34130307
Ao Vivo E A Cores,Matheus & Kauan,34061676
Heavy,Linkin Park,34031840
Lemon - Drake Remix,N.E.R.D,34010410
Diplomatic Immunity,Drake,34004106
Toca o Trompete,Felipe Amorim,33943866
Blood On My Jeans,Juice WRLD,33915674
GUMMO,6ix9ine,33908441
Nxde,(G)I-DLE,33850709
Gangsta,Kehlani,33820801
CAROUSEL,Travis Scott,33770565
Meia Noite (Você tem meu Whatsapp),Tarcísio do Acordeon,33739506
Wake Up Where You Are,State of Sound,33731201
Honest,Justin Bieber,33723081
Cigarettes,Juice WRLD,33718134
Be Alright,Ariana Grande,33638315
Whippin,Kiiara,33609562
Sweet Creature,Harry Styles,33579255
Not Going Home,DVBBS,33530831
The A Team,Ed Sheeran,33523768
Madiba Riddim,Drake,33510659
Chica Paranormal,Paulo Londra,33396693
No Long Talk,Drake,33338278
Writing's On The Wall,Sam Smith,33337078
Tubarão Te Amo,Dj LK da Escócia,33327406
Complicated,Dimitri Vegas & Like Mike,33308622
Obsession,Vice,33284978
logical,Olivia Rodrigo,33270310
Red (Taylor's Version),Taylor Swift,33256736
Somebody Else,VÉRITÉ,33244882
The Monster,Eminem,33170789
Uma Thurman,Fall Out Boy,33167847
I Wonder,Kanye West,33158994
Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,33115888
Last One Standing,Skylar Grey,32952762
Panini - DaBaby Remix,Lil Nas X,32951658
Staring At The Sun,Post Malone,32947429
Conexões de Máfia,Matuê,32900698
Pandora,DJ Matt D,32885202
Another You,Armin van Buuren,32854674
1999,Charli XCX,32852205
Falling Back,Drake,32842544
Bubblegum Bitch,MARINA,32840740
NADIE SABE,Bad Bunny,32815143
MANIAC,Stray Kids,32792497
Children,Justin Bieber,32789511
Drew Barrymore,Bryce Vine,32677291
Shine,Years & Years,32675880
To My Love - Tainy Remix,Bomba Estéreo,32674559
this is what falling in love feels like,JVKE,32654893
Never Left,Lil Tecca,32591051
Boy's a liar,PinkPantheress,32567767
Ball If I Want To,DaBaby,32543505
Sacrifices,Drake,32531982
Broke Boys,Drake,32428198
Au DD,PNL,32414172
The Bones,Maren Morris,32411833
Champion,NAV,32370922
Hits Different,Taylor Swift,32337740
Me Dijeron,Ozuna,32337263
Secrets,The Weeknd,32293259
Father Time,Kendrick Lamar,32291717
New,Daya,32271596
Pain,PinkPantheress,32262852
Definitivamente,Daddy Yankee,32221641
Love,Lana Del Rey,32172207
Super,SEVENTEEN,32108958
Colors,Halsey,32080850
LA PEOPLE,Peso Pluma,32061885
gold rush,Taylor Swift,32020919
Easy,Camila Cabello,31990248
Lust for Life,Lana Del Rey,31941423
Life Is Worth Living,Justin Bieber,31914693
Bellaquita,Dalex,31878920
Deep End Freestyle,Sleepy Hallow,31862664
Don't Be so Hard on Yourself,Jess Glynne,31818166
Girl Of My Dreams,Juice WRLD,31812605
Sound Of Your Heart,Shawn Hook,31806253
Hundred Miles,Yall,31797588
Lo Vas A Olvidar,Billie Eilish,31789737
Christmas Tree Farm,Taylor Swift,31747873
Those Kinda Nights,Eminem,31745635
Soliá,Bad Bunny,31741497
Dog Days Are Over,Florence + The Machine,31724126
Love Grows (Where My Rosemary Goes),Edison Lighthouse,31711551
Además de Mí - Remix,Rusherking,31696289
1942,G-Eazy,31694576
Would I Lie to You,David Guetta,31678149
Better Not,Louis The Child,31626329
Tough Love,Avicii,31621810
7 Summers,Morgan Wallen,31594508
Nos Comemos,Tiago PZK,31528369
Tipo Gin - Ao Vivo,MC Kevin o Chris,31516193
Familia,Nicki Minaj,31494465
Forever After All,Luke Combs,31488149
I Found You,benny blanco,31422742
ERE,juan karlos,31389153
Bad Bitch,Bebe Rexha,31362375
Está Dañada,Ivan Cornejo,31351438
Você Beberia Ou Não Beberia?,Zé Neto & Cristiano,31305982
Cupid - Twin Version,FIFTY FIFTY,31302177
