title,artist,streams,id,image,preview,popularity,url,release_date,artistId,rap,pop,edm,rock,country,latin,kpop
Overtime,Big Sean,1510687,2IoVnTEyj8NdFBpWoEFrMZ,https://i.scdn.co/image/ab67616d0000b273a8eb60dbb60a166dcf03658b,https://p.scdn.co/mp3-preview/c6e719d5c20867395806423f65ebc48732b550e6?cid=e06033cb82944a2fabf676f565716d87,43.0,https://open.spotify.com/track/2IoVnTEyj8NdFBpWoEFrMZ,2019-07-24,0c173mlxpT3dSFRgMO8XPh,True,True,,,,,
Beauty and the Beast,Ariana Grande,1510135,7wMPhUSe6CZga1vOMpLTJP,https://i.scdn.co/image/ab67616d0000b273fac61ec6ab51254a1a4ee6b1,https://p.scdn.co/mp3-preview/3a37964485c30e5ef4268703059f5c8173c42cf5?cid=e06033cb82944a2fabf676f565716d87,67.0,https://open.spotify.com/track/7wMPhUSe6CZga1vOMpLTJP,2017-03-10,66CXWjxzNUsdJxJ2JdwvnR,,True,,,,,
god save me,Machine Gun Kelly,1510120,5TEib5VIhLhDVj3pmoeK7W,https://i.scdn.co/image/ab67616d0000b273b4683d9ac3c5f14a71523c84,https://p.scdn.co/mp3-preview/72f97ebf4a90f054c2195027cca00bf7fcee1f40?cid=e06033cb82944a2fabf676f565716d87,56.0,https://open.spotify.com/track/5TEib5VIhLhDVj3pmoeK7W,2022-03-25,6TIYQ3jFPwQSRmorSezPxX,True,True,,,,,
1993,Dreamville,1509230,1KbCc89SxYma4BnBChkJBs,https://i.scdn.co/image/ab67616d0000b273c0ae820e3b64854de4642101,https://p.scdn.co/mp3-preview/91781caa8e011e8dd9e914cfed68a8bf7700601d?cid=e06033cb82944a2fabf676f565716d87,57.0,https://open.spotify.com/track/1KbCc89SxYma4BnBChkJBs,2019-07-05,1iNqsUDUraNWrj00bqssQG,True,True,,,,,
Young Jesus,Logic,1508818,0KiKfllNTmhImvXVIHqR0z,https://i.scdn.co/image/ab67616d0000b273f0f7649257d4b99460929ced,https://p.scdn.co/mp3-preview/1b0942e6ed79e322fb8b06b801b1e5fafaa3f20e?cid=e06033cb82944a2fabf676f565716d87,57.0,https://open.spotify.com/track/0KiKfllNTmhImvXVIHqR0z,2015-11-13,4xRYI6VqpkE3UwrDrAZL8L,True,True,,,,,
Photo Copied,Future,1507386,4Fi7fihVNkHPfBZ7KeSXVH,https://i.scdn.co/image/ab67616d0000b273626745b3aa04899001a924ad,https://p.scdn.co/mp3-preview/854fa433dcf5822fc98221b12570d4a14ec26b25?cid=e06033cb82944a2fabf676f565716d87,47.0,https://open.spotify.com/track/4Fi7fihVNkHPfBZ7KeSXVH,2016-04-13,1RyvyyTE3xzB2ZywiAwp0i,True,,,,,,
When I’m Gone,Alesso,1506441,5902W4uHWzhtOff1UK7the,https://i.scdn.co/image/ab67616d0000b27337940571b0be91d69b5fd0d6,https://p.scdn.co/mp3-preview/72feb3897ad50b4e6698c54266b15f74864db8d5?cid=e06033cb82944a2fabf676f565716d87,76.0,https://open.spotify.com/track/5902W4uHWzhtOff1UK7the,2021-12-29,4AVFqumd2ogHFlRbKIjp1t,,True,True,,,,
Blow,Moneybagg Yo,1505760,2g3qKijfeHfDyM7Fmaoi5M,https://i.scdn.co/image/ab67616d0000b273d21608137a3071f8e7537770,https://p.scdn.co/mp3-preview/6cdadf8f55e34ad8335e6f19fab6bdf881665c06?cid=e06033cb82944a2fabf676f565716d87,61.0,https://open.spotify.com/track/2g3qKijfeHfDyM7Fmaoi5M,2022-09-22,3tJoFztHeIJkJWMrx0td2f,True,,,,,,
"I swear, I Really Wanted To Make A ""Rap"" Album But This Is Literally The Way The Wind Blew Me This Time",André 3000,1505750,1lbjDy6IIerHFGZWKG0hno,https://i.scdn.co/image/ab67616d0000b2732832c76386b5931717eddd3f,https://p.scdn.co/mp3-preview/d832c967768c7fbccd02d7c774c5d4ca381c2544?cid=e06033cb82944a2fabf676f565716d87,73.0,https://open.spotify.com/track/1lbjDy6IIerHFGZWKG0hno,2023-11-17,74V3dE1a51skRkdII8y2C6,True,,,,,,
Skyline,Khalid,1505332,1QxIFMs4M8qd5cbJJu80v4,https://i.scdn.co/image/ab67616d0000b273b25a6f8bac702391f3e59129,https://p.scdn.co/mp3-preview/385e47f1e0c8359b1c03c07989cda16b9d83f49f?cid=e06033cb82944a2fabf676f565716d87,66.0,https://open.spotify.com/track/1QxIFMs4M8qd5cbJJu80v4,2022-04-28,6LuN9FCkKOj5PcnpouEgny,True,True,,,,,
BIG,Young M.A,1505058,7cyeGclH71MayOuQ7qtLFl,https://i.scdn.co/image/ab67616d0000b2734fc7642b4b9dfc5088c45880,https://p.scdn.co/mp3-preview/94d9580f61c13fcaf605b44a45593b8195f50797?cid=e06033cb82944a2fabf676f565716d87,67.0,https://open.spotify.com/track/7cyeGclH71MayOuQ7qtLFl,2019-09-27,7LvoDJUNGnOrPdGRzVtOJ9,True,,,,,,
Cruel Summer - Live from TS | The Eras Tour,Taylor Swift,1504714,6ClYMObS7f3Nn4AiZHYQt3,https://i.scdn.co/image/ab67616d0000b273f669b4e7f0327c92909bc762,https://p.scdn.co/mp3-preview/649e8f5c31f4e57f74899f6d8c20fd7e05f01d37?cid=e06033cb82944a2fabf676f565716d87,73.0,https://open.spotify.com/track/6ClYMObS7f3Nn4AiZHYQt3,2023-10-19,06HL4z0CvFAxyc27GXpf02,,True,,,,,
Come with Me Now,KONGOS,1503848,2kWowW0k4oFymhkr7LmvzO,https://i.scdn.co/image/ab67616d0000b27367ff87e2839c5c93bb6e6a6a,https://p.scdn.co/mp3-preview/9410c942a2798dd24b31ee7a8c927e5ea8483765?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/2kWowW0k4oFymhkr7LmvzO,2014-01-27,58R5LHkK3vkmEyGUPOR5kS,,,,True,,,
Classic Man - Remix,Jidenna,1503237,530J9GupahE2O4a1iVkQxB,https://i.scdn.co/image/ab67616d0000b27313b24a597a9743cc9761fee8,https://p.scdn.co/mp3-preview/488317c5b7a6515f26f002406d11d0d31c5596e4?cid=e06033cb82944a2fabf676f565716d87,50.0,https://open.spotify.com/track/530J9GupahE2O4a1iVkQxB,2015-06-22,4TsHKU8l8Wq7n7OPVikirn,True,,,,,,
All Things End,Hozier,1500569,5csu6psyW6UN4ggucwOuDR,https://i.scdn.co/image/ab67616d0000b273a63bdfd4a6e9b3c9f4f2e91d,https://p.scdn.co/mp3-preview/30493f66d5037e0b7a74dee1219ad131243b295c?cid=e06033cb82944a2fabf676f565716d87,67.0,https://open.spotify.com/track/5csu6psyW6UN4ggucwOuDR,2023-08-18,2FXC3k01G6Gw61bmprjgqS,,,,True,,,
Bad for You,Meek Mill,1499514,0HVba4HUwHnGlkHNitXMEL,https://i.scdn.co/image/ab67616d0000b273fd31cd96c4ba94c40532cc34,https://p.scdn.co/mp3-preview/47610f717b1be364d847bcc2f82fbbabdf2e1ece?cid=e06033cb82944a2fabf676f565716d87,54.0,https://open.spotify.com/track/0HVba4HUwHnGlkHNitXMEL,2015-06-29,20sxb77xiYeusSH8cVdatc,True,True,,,,,
Moon Over Mexico,Luke Combs,1499260,2h4fQzNmlhTrqJmwpGus0N,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,https://p.scdn.co/mp3-preview/96ff781769d99c899e0357887c9ca60e7e9f5ede?cid=e06033cb82944a2fabf676f565716d87,60.0,https://open.spotify.com/track/2h4fQzNmlhTrqJmwpGus0N,2019-11-08,718COspgdWOnwOFpJHRZHS,,,,,True,,
bigger thën everything,Yeat,1498274,11B7WTuoInwUvuP1BnnGWW,https://i.scdn.co/image/ab67616d0000b273c1e206f60c3eda32be41c043,https://p.scdn.co/mp3-preview/52c5933f1f73d1ef5a64c4ff46317f0f22a14254?cid=e06033cb82944a2fabf676f565716d87,75.0,https://open.spotify.com/track/11B7WTuoInwUvuP1BnnGWW,2023-08-10,3qiHUAX7zY4Qnjx8TNUzVx,True,,,,,,
4pm in Calabasas,Drake,1498265,6C9SwoZ5OrxcvkntgA5t8s,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,https://p.scdn.co/mp3-preview/64b4bbfc2a5978a2f0ebb1bb4a6defb19d909db0?cid=e06033cb82944a2fabf676f565716d87,59.0,https://open.spotify.com/track/6C9SwoZ5OrxcvkntgA5t8s,2019-08-02,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Type Shit,Migos,1498203,4N4wemxs9Em6nJ5kXTjEsS,https://i.scdn.co/image/ab67616d0000b273f89d00155b6a066650e5460d,https://p.scdn.co/mp3-preview/43431fc8cd89aa0f91633439de032f4923b51886?cid=e06033cb82944a2fabf676f565716d87,50.0,https://open.spotify.com/track/4N4wemxs9Em6nJ5kXTjEsS,2021-06-11,6oMuImdp5ZcFhWP0ESe6mG,True,True,,,,,
Don't Hit Me Right Now,Dreamville,1497668,4ChD9wq9iakg5UdeSzmgPE,https://i.scdn.co/image/ab67616d0000b273c0ae820e3b64854de4642101,https://p.scdn.co/mp3-preview/594a2a434009faaf11900698b5d37015932ca087?cid=e06033cb82944a2fabf676f565716d87,49.0,https://open.spotify.com/track/4ChD9wq9iakg5UdeSzmgPE,2019-07-05,1iNqsUDUraNWrj00bqssQG,True,True,,,,,
Sine From Above,Lady Gaga,1496705,0zzsyWc45eUcSjw4FNHxeN,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,https://p.scdn.co/mp3-preview/61b055d4d4fe32fc2f0470b0bf121b328d9083e5?cid=e06033cb82944a2fabf676f565716d87,54.0,https://open.spotify.com/track/0zzsyWc45eUcSjw4FNHxeN,2020-05-29,1HY2Jd0NmPuamShAr6KMms,,True,True,,,,
Wild as Her,Corey Kent,1493356,3kXH9BQq0TyNliiP1MIE6N,https://i.scdn.co/image/ab67616d0000b273b7bc2317e2a8bf5fe0a52eea,https://p.scdn.co/mp3-preview/9db2d78adf0f9602fd2ffe580b79ae6aa3ff8ad5?cid=e06033cb82944a2fabf676f565716d87,75.0,https://open.spotify.com/track/3kXH9BQq0TyNliiP1MIE6N,2023-06-02,3sUpZrkehiGBaMzs2h9Mmc,,True,,,True,,
Love Songs,Kaash Paige,1493356,6qL5UWxRSQYml9O99ozoLv,https://i.scdn.co/image/ab67616d0000b27387a86b99f8dde9c7d7e3bf62,https://p.scdn.co/mp3-preview/98cf468e5809ad726475037e9b693aeb24ec0393?cid=e06033cb82944a2fabf676f565716d87,81.0,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv,2019-11-15,0f2YkMXwFNJNSX7MymevKE,True,,,,,,
Sigue,J Balvin,1492771,0bBd6K5X4W7t9GyXcaVOA7,https://i.scdn.co/image/ab67616d0000b2738717b3ce89ee66bfb1133700,https://p.scdn.co/mp3-preview/d3dfa8228d970271af1edced6040ce66e731e906?cid=e06033cb82944a2fabf676f565716d87,63.0,https://open.spotify.com/track/0bBd6K5X4W7t9GyXcaVOA7,2022-03-25,1vyhD5VmyZ7KMfW5gqLgo5,,,,,,True,
On the Regular,Meek Mill,1491013,0bLwBXrMd3z96utPHeuQDK,https://i.scdn.co/image/ab67616d0000b2730a6f4e78a01fd779ebaace83,https://p.scdn.co/mp3-preview/318378060c48747e27ee4f36c82cd9def632deeb?cid=e06033cb82944a2fabf676f565716d87,48.0,https://open.spotify.com/track/0bLwBXrMd3z96utPHeuQDK,2016-10-28,20sxb77xiYeusSH8cVdatc,True,True,,,,,
Days in The East,Drake,1490175,4czcw3NVLY0of5hTD7OufN,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,https://p.scdn.co/mp3-preview/5b1359037810b24d4de0129677800b4a37240369?cid=e06033cb82944a2fabf676f565716d87,57.0,https://open.spotify.com/track/4czcw3NVLY0of5hTD7OufN,2019-08-02,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Under The Mistletoe - Bonus Track,Kelly Clarkson,1488034,2CYnG4UCBBEKIiux3S0jBU,https://i.scdn.co/image/ab67616d0000b2731fa667a7a53c7072fed91a17,https://p.scdn.co/mp3-preview/8a89965a263beea33e708ee68f8a6958b301fa02?cid=e06033cb82944a2fabf676f565716d87,70.0,https://open.spotify.com/track/2CYnG4UCBBEKIiux3S0jBU,2021-10-15,3BmGtnKgCSGYIUhmivXKWX,,True,True,,,,
Superstar (Taylor’s Version),Taylor Swift,1487939,51A8eKvvZz9uydvIZ7xRSV,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,https://p.scdn.co/mp3-preview/09b21e5e50365d524f7b5443bb4847f46eb6ea99?cid=e06033cb82944a2fabf676f565716d87,64.0,https://open.spotify.com/track/51A8eKvvZz9uydvIZ7xRSV,2021-04-09,06HL4z0CvFAxyc27GXpf02,,True,,,,,
Outro : Ego,BTS,1487446,2LVw2bIK99go1NdD77dUCW,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,https://p.scdn.co/mp3-preview/c9306c730c86e527bf12cf8e665d8ca2eaf0f941?cid=e06033cb82944a2fabf676f565716d87,63.0,https://open.spotify.com/track/2LVw2bIK99go1NdD77dUCW,2020-02-21,3Nrfpe0tUJi4K4DXYWgMUX,,,,,,,True
Everything Goes On,Porter Robinson,1487328,3WBRfkOozHEsG0hbrBzwlm,https://i.scdn.co/image/ab67616d0000b2732b1a62237771427afb899387,https://p.scdn.co/mp3-preview/2dfc39ada0221d0948aa6230558121f4b52eb197?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/3WBRfkOozHEsG0hbrBzwlm,2022-07-14,3dz0NnIZhtKKeXZxLOxCam,,True,True,,,,
Inhale,Bryson Tiller,1487294,0ycIrEpkyb4lrqE7M1emju,https://i.scdn.co/image/ab67616d0000b273008d8077814ce15da0085b47,https://p.scdn.co/mp3-preview/d8029695a17d76b4a62409d0e49214746cd288a1?cid=e06033cb82944a2fabf676f565716d87,64.0,https://open.spotify.com/track/0ycIrEpkyb4lrqE7M1emju,2020-10-02,2EMAnMvWE2eb56ToJVfCWs,True,,,,,,
9.13,Khalid,1486200,7EROK3PMgkCG3wdwcbeauW,https://i.scdn.co/image/ab67616d0000b273c43edd2cf01edf73bf0b97a3,https://p.scdn.co/mp3-preview/2d8168317f9a9a8bc7854c50dba406d4bcf3b565?cid=e06033cb82944a2fabf676f565716d87,43.0,https://open.spotify.com/track/7EROK3PMgkCG3wdwcbeauW,2018-10-19,6LuN9FCkKOj5PcnpouEgny,True,True,,,,,
Two Tens,Cordae,1485668,6clDsO8HwhHEgJDDp88VdL,https://i.scdn.co/image/ab67616d0000b273cdb6f9ba7f7927798f611586,https://p.scdn.co/mp3-preview/472fa55c07c54833b558e9dfec373b5422113339?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/6clDsO8HwhHEgJDDp88VdL,2023-01-25,0huGjMyP507tBCARyzSkrv,True,True,,,,,
I Love My Country,Florida Georgia Line,1482840,0clSHsrHl2irBkObcLEZqS,https://i.scdn.co/image/ab67616d0000b27396886c18aa65dbbdba9cb598,https://p.scdn.co/mp3-preview/c854d76bb116e7e322a258b1e4e35de27c7fe006?cid=e06033cb82944a2fabf676f565716d87,54.0,https://open.spotify.com/track/0clSHsrHl2irBkObcLEZqS,2021-02-12,3b8QkneNDz4JHKKKlLgYZg,,True,,True,True,,
Better Man,Little Big Town,1482743,23TxRN09aR1RB0G0tFoT0b,https://i.scdn.co/image/ab67616d0000b27310b3547f66125a4da0cf156b,https://p.scdn.co/mp3-preview/86ac0e43c6c516ae9532c59ffe2e71b2fb0a01ab?cid=e06033cb82944a2fabf676f565716d87,65.0,https://open.spotify.com/track/23TxRN09aR1RB0G0tFoT0b,2017-02-24,3CygdxquGHurS7f9LjNLkv,,,,,True,,
Reality Check,Swae Lee,1481337,2p72O2JobPc9sVz520Hil5,https://i.scdn.co/image/ab67616d0000b273baade413d4f73806405908f7,https://p.scdn.co/mp3-preview/cc566456eafa2991b6324c1a3a587311d99c3b80?cid=e06033cb82944a2fabf676f565716d87,57.0,https://open.spotify.com/track/2p72O2JobPc9sVz520Hil5,2020-06-18,1zNqQNIdeOUZHb8zbZRFMX,True,,,,,,
KEEP GOING,DJ Khaled,1480947,1oSh0SKc4MwmXSGiTtqSXp,https://i.scdn.co/image/ab67616d0000b273b1038aaf26f4c6daad614707,https://p.scdn.co/mp3-preview/008b4299705a8848212b366311ecb5705e309b36?cid=e06033cb82944a2fabf676f565716d87,53.0,https://open.spotify.com/track/1oSh0SKc4MwmXSGiTtqSXp,2022-08-26,0QHgL1lAIqAw0HtD7YldmP,True,True,,,,,
Born Again,Rihanna,1480081,18zQTt3ifDv6iLni2YuXMg,https://i.scdn.co/image/ab67616d0000b273992a1f56ac5382848277cff2,https://p.scdn.co/mp3-preview/dc32ed53af98ce82f157080c31f55eecc634bca1?cid=e06033cb82944a2fabf676f565716d87,57.0,https://open.spotify.com/track/18zQTt3ifDv6iLni2YuXMg,2022-11-11,5pKCCKE2ajJHZ9KAiaK11H,,True,,,,,
PANDEMONIUM,NF,1479985,0fLGrGCrbziOu3dnjQMCWS,https://i.scdn.co/image/ab67616d0000b273ff8a4276b3be31c839557439,https://p.scdn.co/mp3-preview/7f71547d1a4c2567c76cb9614f103dbad22d8462?cid=e06033cb82944a2fabf676f565716d87,67.0,https://open.spotify.com/track/0fLGrGCrbziOu3dnjQMCWS,2023-04-07,6fOMl44jA4Sp5b9PpYCkzz,True,True,,,,,
No Control,One Direction,1479874,4JaLkM90MJutDAl5jD9BZX,https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4,https://p.scdn.co/mp3-preview/66375daee51a26fe1bd478ce4394741ddf96d216?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/4JaLkM90MJutDAl5jD9BZX,2014-11-17,4AK6F7OLvEQ5QYCBNiQWHq,,True,,,,,
Happy When I'm Sad,Jonas Brothers,1479745,6DibqiBTKMob2SjBwKqRfS,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,https://p.scdn.co/mp3-preview/320d04f1a13a0a7348ef7b1bc3390eab1cc4d5e1?cid=e06033cb82944a2fabf676f565716d87,50.0,https://open.spotify.com/track/6DibqiBTKMob2SjBwKqRfS,2019-06-07,7gOdHgIoIKoe4i9Tta6qdD,,True,,,,,
1st Day Out Tha Feds,Gucci Mane,1478953,3O4mrgA9FYu5MA79rqTfpL,https://i.scdn.co/image/ab67616d0000b273f836e603599aa148027a130b,https://p.scdn.co/mp3-preview/17304385f411a790f3164c7d1527f2e4b959f4f1?cid=e06033cb82944a2fabf676f565716d87,44.0,https://open.spotify.com/track/3O4mrgA9FYu5MA79rqTfpL,2016-07-22,13y7CgLHjMVRMDqxdx0Xdo,True,True,,,,,
Framed,Eminem,1478936,4UTpObwAYO67yymOoCeXwS,https://i.scdn.co/image/ab67616d0000b273dee6b58d35215322626b5701,https://p.scdn.co/mp3-preview/af566213d371c08481b02809616088798f58d83d?cid=e06033cb82944a2fabf676f565716d87,51.0,https://open.spotify.com/track/4UTpObwAYO67yymOoCeXwS,2017-12-15,7dGJo4pcD2V6oG8kP0tJRR,True,,,,,,
Key to the Streets,YFN Lucci,1478821,0bHDsbWkPSJ01adXfObBzJ,https://i.scdn.co/image/ab67616d0000b273503c171c3f62370aaf83fd21,https://p.scdn.co/mp3-preview/9640cf8612f936bee902b65c6af7349025df33af?cid=e06033cb82944a2fabf676f565716d87,53.0,https://open.spotify.com/track/0bHDsbWkPSJ01adXfObBzJ,2016-02-17,5Berubt6ysOy2LCMyqhmXP,True,,,,,,
Chromatica II,Lady Gaga,1478801,0oQc0F6KUE7QY7k5TU6bic,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,https://p.scdn.co/mp3-preview/c14dd204f9d499c83f1021fb50d9e15c2fb0dae5?cid=e06033cb82944a2fabf676f565716d87,52.0,https://open.spotify.com/track/0oQc0F6KUE7QY7k5TU6bic,2020-05-29,1HY2Jd0NmPuamShAr6KMms,,True,True,,,,
Nonchalant,6LACK,1478557,7c3K8ifIoaVZ2MSUuGo0Co,https://i.scdn.co/image/ab67616d0000b273e1530b42603367fdb2208d88,https://p.scdn.co/mp3-preview/aa2e3ddfbe3d0ff3ad7465d7d2785410aeee5d6e?cid=e06033cb82944a2fabf676f565716d87,58.0,https://open.spotify.com/track/7c3K8ifIoaVZ2MSUuGo0Co,2018-09-14,4IVAbR2w4JJNJDDRFP3E83,True,,,,,,
Magic Shop,BTS,1478287,5MTGPkmiUuud9NkA0sl2nI,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,https://p.scdn.co/mp3-preview/572e90c2c0eefc57a94d74dfe1e3c18c364ab32c?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/5MTGPkmiUuud9NkA0sl2nI,2018-05-18,3Nrfpe0tUJi4K4DXYWgMUX,,,,,,,True
The Outside,Twenty One Pilots,1477871,0yzj6eBs5a6X6d3P5qaQ5J,https://i.scdn.co/image/ab67616d0000b27320b467550945fd123e00f0a5,https://p.scdn.co/mp3-preview/d32fa96953be4425aeddccb6825f07391665cc89?cid=e06033cb82944a2fabf676f565716d87,64.0,https://open.spotify.com/track/0yzj6eBs5a6X6d3P5qaQ5J,2021-05-21,3YQKmKGau1PzlVlkL1iodx,,True,,True,,,
Cruise Ship,Young Thug,1477620,3C4FUqrrjuvWoHwsumWfIu,https://i.scdn.co/image/ab67616d0000b2735998097d9467eccb3e99b8c1,https://p.scdn.co/mp3-preview/93090744d8b6100f07e669ae2040d4a02365aac6?cid=e06033cb82944a2fabf676f565716d87,49.0,https://open.spotify.com/track/3C4FUqrrjuvWoHwsumWfIu,2017-10-20,50co4Is1HCEo8bhOyUWKpn,True,,,,,,
POLTERGEIST!,CORPSE,1477314,041sluNZwBxTCOuu766eNi,https://i.scdn.co/image/ab67616d0000b273fbe56c93cb485d5ce4abcba7,https://p.scdn.co/mp3-preview/8232f60b84dfa46da71d8340f47d123f64128d4e?cid=e06033cb82944a2fabf676f565716d87,66.0,https://open.spotify.com/track/041sluNZwBxTCOuu766eNi,2022-04-08,7yntSJ6uojO3z6GFUVwhAW,,,,,,,
dumb dumb,mazie,1476765,4qbEaaJ29p32GI8EWQmm6R,https://i.scdn.co/image/ab67616d0000b273bd22a6bab8658d9cd4daa5bd,https://p.scdn.co/mp3-preview/67acc3b8f3b3988e2d5d233088fa2b61a375226d?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/4qbEaaJ29p32GI8EWQmm6R,2021-08-25,4adSXA1GDOxNG7Zw89YHyz,,True,,,,,
Halloween Theme - Main Title,John Carpenter,1476469,7swocJUCUWTCiRUAU9oerC,https://i.scdn.co/image/ab67616d0000b273fa935f7c028206c47706775a,https://p.scdn.co/mp3-preview/d3f94b8a42f42fa16034894759e193fb7909b562?cid=e06033cb82944a2fabf676f565716d87,59.0,https://open.spotify.com/track/7swocJUCUWTCiRUAU9oerC,2010-09-17,0hxQtmgWiPtEsDPeIuKxXq,,,,,,,
What You Want,Belly,1476187,4RMqA9GixWNB7H6coZFXJN,https://i.scdn.co/image/ab67616d0000b273fc8c37aa89b8021ae2b45bb5,https://p.scdn.co/mp3-preview/bc9d5fafdb7f8343e701455e3393735265b95cc2?cid=e06033cb82944a2fabf676f565716d87,43.0,https://open.spotify.com/track/4RMqA9GixWNB7H6coZFXJN,2018-05-24,0FOWNUFHPnMy0vOw1siGqi,True,,,,,,
Who You Foolin,Gunna,1475348,7KVPsVMOK3NL7subwJ0dZj,https://i.scdn.co/image/ab67616d0000b273bddf008ccaea655e61892c27,https://p.scdn.co/mp3-preview/ba61d434cf4db01049dc3bd8e6452d0905dbea48?cid=e06033cb82944a2fabf676f565716d87,73.0,https://open.spotify.com/track/7KVPsVMOK3NL7subwJ0dZj,2019-02-22,2hlmm7s2ICUX0LVIhVFlZQ,True,,,,,,
Yesterday,David Guetta,1474887,6ROiS5xMT041FmOEodgkUO,https://i.scdn.co/image/ab67616d0000b27322f21ef4e9da48c31170a418,https://p.scdn.co/mp3-preview/69f95243cdbb0cb19398edf8d53b61b1c94bf3d5?cid=e06033cb82944a2fabf676f565716d87,29.0,https://open.spotify.com/track/6ROiS5xMT041FmOEodgkUO,2014-11-24,1Cs0zKBU1kc0i8ypK3B9ai,,True,True,,,,
Blue Christmas,Michael Bublé,1474818,6Lh85Pe18pqvNdDoWgTVUC,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab,https://p.scdn.co/mp3-preview/51ca50092124a41f44589f36e04c76524618f6ec?cid=e06033cb82944a2fabf676f565716d87,62.0,https://open.spotify.com/track/6Lh85Pe18pqvNdDoWgTVUC,2011-10-14,1GxkXlMwML1oSg5eLPiAz3,,True,,,,,
5X,Don Toliver,1473841,2OcbewDrWFNTYRqpSzJBCY,https://i.scdn.co/image/ab67616d0000b273ab738b25b86bf02f0346c53d,https://p.scdn.co/mp3-preview/b245fa8a769f08cd19a06e4e5fb7df94003e66bd?cid=e06033cb82944a2fabf676f565716d87,59.0,https://open.spotify.com/track/2OcbewDrWFNTYRqpSzJBCY,2021-10-08,4Gso3d4CscCijv0lmajZWs,True,True,,,,,
Wave of You,Surfaces,1472841,0GYjlsMiLhspkDFB6y7HDU,https://i.scdn.co/image/ab67616d0000b273b996bbd7662c1b8bd012fe52,https://p.scdn.co/mp3-preview/a6ce5a759b620d614cbe20fac109c7ab22c196ad?cid=e06033cb82944a2fabf676f565716d87,63.0,https://open.spotify.com/track/0GYjlsMiLhspkDFB6y7HDU,2021-06-25,4ETSs924pXMzjIeD6E9b4u,,,,,,,
Daddy Lessons,Beyoncé,1471877,71OvX5NNLrmz7rpq1ANTQn,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,https://p.scdn.co/mp3-preview/5837b68f9587fd51e19d8b72b8c425152cc05446?cid=e06033cb82944a2fabf676f565716d87,64.0,https://open.spotify.com/track/71OvX5NNLrmz7rpq1ANTQn,2016-04-23,6vWDO969PvNqNYHIOW5v0m,True,True,,,,,
Ill Nana,DRAM,1471408,6vAPPcbTWRvRiDCW2n3lw5,https://i.scdn.co/image/ab67616d0000b273ee13808feb850e62eec86e70,https://p.scdn.co/mp3-preview/de07756f0110079282f821b98249233dabae382e?cid=e06033cb82944a2fabf676f565716d87,30.0,https://open.spotify.com/track/6vAPPcbTWRvRiDCW2n3lw5,2017-09-29,5M0lbkGluOPXLeFjApw8r8,True,True,,,,,
Same Thing,Lil Baby,1470545,2XEsbmynS9dLSzNSuZzfXF,https://i.scdn.co/image/ab67616d0000b273f46a9ad551acbdab8f72fd89,https://p.scdn.co/mp3-preview/b655eeb5cec8cc3e1d7b9232612ff410517e8d7d?cid=e06033cb82944a2fabf676f565716d87,52.0,https://open.spotify.com/track/2XEsbmynS9dLSzNSuZzfXF,2020-02-28,5f7VJjfbwm532GiveGC0ZK,True,,,,,,
What Are You Doing New Year's Eve?,Ella Fitzgerald,1470359,19NdiithlwC8EfytiHVk7a,https://i.scdn.co/image/ab67616d0000b27356849c42c652a7e4025fd6eb,https://p.scdn.co/mp3-preview/456834ae92296a27c4da0659046570f8279fc6e0?cid=e06033cb82944a2fabf676f565716d87,74.0,https://open.spotify.com/track/19NdiithlwC8EfytiHVk7a,1960-01-01,5V0MlUE1Bft0mbLlND7FJz,,,,,,,
